MaLich,MaCB,SoHieuMB,ThoiGianDi,ThoiGianDen,TrangThai
LB001510,CB000382,MB0045,2024-07-18 12:00:00,2024-07-18 12:40:00,Dung gio
LB001511,CB000059,MB0074,2024-05-19 10:45:00,2024-05-19 19:31:00,Tre
LB001512,CB000035,MB0013,2025-07-15 21:15:00,2025-07-16 09:55:00,Tre
LB001513,CB000072,MB0053,2024-10-12 05:15:00,2024-10-12 20:03:00,Dung gio
LB001514,CB000311,MB0015,2024-06-30 09:00:00,2024-06-30 18:37:00,Tre
LB001515,CB000087,MB0012,2025-11-18 00:30:00,2025-11-18 03:37:00,Tre
LB001516,CB000184,MB0022,2024-08-09 22:00:00,2024-08-10 13:44:00,Huy
LB001517,CB000111,MB0050,2025-12-14 01:00:00,2025-12-14 08:09:00,Dung gio
LB001518,CB000228,MB0010,2025-09-04 00:00:00,2025-09-04 13:40:00,Tre
LB001519,CB000393,MB0023,2024-09-12 11:15:00,2024-09-12 15:09:00,Dung gio
LB001520,CB000009,MB0047,2024-01-29 00:30:00,2024-01-29 15:00:00,Dung gio
LB001521,CB000349,MB0070,2024-03-05 07:00:00,2024-03-05 21:06:00,Dung gio
LB001522,CB000371,MB0021,2024-02-15 13:00:00,2024-02-16 03:25:00,Dung gio
LB001523,CB000166,MB0060,2025-10-03 06:15:00,2025-10-03 15:59:00,Tre
LB001524,CB000481,MB0048,2024-05-03 07:15:00,2024-05-03 09:33:00,Dung gio
LB001525,CB000166,MB0022,2024-01-16 12:30:00,2024-01-16 13:12:00,Tre
LB001526,CB000109,MB0052,2024-08-13 02:30:00,2024-08-13 14:05:00,Huy
LB001527,CB000189,MB0005,2024-03-09 06:45:00,2024-03-09 12:23:00,Huy
LB001528,CB000256,MB0015,2025-12-30 17:15:00,2025-12-30 22:02:00,Dung gio
LB001529,CB000308,MB0033,2025-10-08 22:45:00,2025-10-09 10:49:00,Dung gio
LB001530,CB000171,MB0022,2025-10-12 22:30:00,2025-10-13 13:31:00,Tre
LB001531,CB000035,MB0037,2024-01-19 19:45:00,2024-01-20 02:46:00,Huy
LB001532,CB000328,MB0077,2024-08-26 16:00:00,2024-08-26 20:28:00,Dung gio
LB001533,CB000316,MB0078,2024-05-07 09:15:00,2024-05-07 22:20:00,Tre
LB001534,CB000388,MB0026,2025-09-26 02:00:00,2025-09-26 04:50:00,Dung gio
LB001535,CB000256,MB0031,2024-07-25 04:45:00,2024-07-25 08:44:00,Dung gio
LB001536,CB000122,MB0076,2025-09-04 14:30:00,2025-09-04 17:17:00,Dung gio
LB001537,CB000163,MB0067,2024-02-10 16:45:00,2024-02-11 04:18:00,Dung gio
LB001538,CB000385,MB0002,2024-08-22 23:30:00,2024-08-23 05:50:00,Dung gio
LB001539,CB000106,MB0059,2024-02-25 21:15:00,2024-02-26 11:25:00,Dung gio
LB001540,CB000312,MB0092,2025-01-25 16:30:00,2025-01-25 20:07:00,Tre
LB001541,CB000323,MB0001,2024-03-07 15:00:00,2024-03-07 18:47:00,Dung gio
LB001542,CB000325,MB0020,2024-07-28 04:00:00,2024-07-28 07:27:00,Huy
LB001543,CB000282,MB0090,2024-07-28 07:00:00,2024-07-28 14:46:00,Tre
LB001544,CB000160,MB0021,2024-07-21 07:45:00,2024-07-21 11:15:00,Huy
LB001545,CB000128,MB0032,2024-10-19 18:45:00,2024-10-20 06:05:00,Dung gio
LB001546,CB000140,MB0092,2025-05-07 02:30:00,2025-05-07 09:47:00,Tre
LB001547,CB000086,MB0053,2025-03-27 13:45:00,2025-03-28 03:13:00,Dung gio
LB001548,CB000420,MB0084,2025-05-08 00:45:00,2025-05-08 08:32:00,Dung gio
LB001549,CB000389,MB0100,2024-11-03 19:15:00,2024-11-04 05:11:00,Dung gio
LB001550,CB000132,MB0044,2025-04-19 09:45:00,2025-04-19 15:05:00,Tre
LB001551,CB000288,MB0063,2025-05-07 02:30:00,2025-05-07 05:19:00,Tre
LB001552,CB000101,MB0020,2024-07-13 00:00:00,2024-07-13 15:12:00,Huy
LB001553,CB000374,MB0076,2025-01-18 15:45:00,2025-01-18 23:20:00,Tre
LB001554,CB000497,MB0077,2025-01-17 12:45:00,2025-01-17 18:30:00,Huy
LB001555,CB000037,MB0047,2024-02-09 03:45:00,2024-02-09 13:54:00,Dung gio
LB001556,CB000100,MB0078,2025-03-22 08:30:00,2025-03-22 17:41:00,Tre
LB001557,CB000326,MB0073,2025-01-12 22:00:00,2025-01-13 09:36:00,Tre
LB001558,CB000475,MB0048,2024-09-09 07:45:00,2024-09-09 08:50:00,Dung gio
LB001559,CB000324,MB0074,2025-11-23 00:15:00,2025-11-23 05:12:00,Huy
LB001560,CB000234,MB0071,2024-05-30 08:15:00,2024-05-30 19:01:00,Huy
LB001561,CB000488,MB0070,2024-06-14 00:00:00,2024-06-14 13:39:00,Dung gio
LB001562,CB000330,MB0074,2025-01-28 12:00:00,2025-01-28 21:20:00,Dung gio
LB001563,CB000449,MB0048,2024-06-18 13:30:00,2024-06-19 01:48:00,Dung gio
LB001564,CB000257,MB0059,2025-11-05 12:30:00,2025-11-06 01:31:00,Tre
LB001565,CB000386,MB0093,2024-04-01 03:30:00,2024-04-01 17:53:00,Dung gio
LB001566,CB000138,MB0077,2024-08-02 23:45:00,2024-08-03 12:10:00,Dung gio
LB001567,CB000004,MB0021,2025-05-18 00:00:00,2025-05-18 01:41:00,Tre
LB001568,CB000269,MB0047,2025-11-01 09:45:00,2025-11-01 13:09:00,Dung gio
LB001569,CB000192,MB0022,2025-12-21 04:15:00,2025-12-21 13:03:00,Dung gio
LB001570,CB000258,MB0016,2025-04-06 18:15:00,2025-04-06 21:55:00,Dung gio
LB001571,CB000031,MB0077,2024-07-06 06:30:00,2024-07-06 22:23:00,Tre
LB001572,CB000226,MB0065,2025-10-01 03:15:00,2025-10-01 05:06:00,Dung gio
LB001573,CB000044,MB0044,2024-05-07 08:00:00,2024-05-07 14:20:00,Dung gio
LB001574,CB000300,MB0026,2025-05-04 15:00:00,2025-05-04 15:39:00,Dung gio
LB001575,CB000137,MB0078,2024-01-08 21:00:00,2024-01-08 23:09:00,Dung gio
LB001576,CB000268,MB0084,2024-01-08 12:30:00,2024-01-08 21:17:00,Tre
LB001577,CB000388,MB0037,2025-09-10 13:30:00,2025-09-10 20:19:00,Dung gio
LB001578,CB000162,MB0089,2024-09-02 11:45:00,2024-09-02 18:42:00,Huy
LB001579,CB000030,MB0041,2024-12-04 03:00:00,2024-12-04 11:17:00,Tre
LB001580,CB000372,MB0090,2024-05-22 00:00:00,2024-05-22 15:19:00,Huy
LB001581,CB000144,MB0073,2024-09-11 11:45:00,2024-09-11 22:48:00,Tre
LB001582,CB000264,MB0047,2025-11-07 06:00:00,2025-11-07 17:23:00,Dung gio
LB001583,CB000009,MB0065,2025-01-03 01:30:00,2025-01-03 13:34:00,Tre
LB001584,CB000120,MB0063,2025-05-11 12:00:00,2025-05-11 18:26:00,Tre
LB001585,CB000481,MB0053,2025-11-05 22:00:00,2025-11-06 11:01:00,Tre
LB001586,CB000151,MB0063,2024-07-18 22:15:00,2024-07-19 13:35:00,Huy
LB001587,CB000449,MB0061,2025-05-31 01:15:00,2025-05-31 10:14:00,Dung gio
LB001588,CB000155,MB0090,2025-11-20 17:45:00,2025-11-20 21:07:00,Tre
LB001589,CB000489,MB0016,2025-05-08 21:15:00,2025-05-09 01:54:00,Dung gio
LB001590,CB000088,MB0078,2025-11-06 22:00:00,2025-11-07 00:18:00,Tre
LB001591,CB000367,MB0002,2024-06-13 10:45:00,2024-06-14 00:19:00,Dung gio
LB001592,CB000113,MB0076,2024-09-20 21:45:00,2024-09-21 13:34:00,Dung gio
LB001593,CB000341,MB0017,2025-07-01 20:45:00,2025-07-01 22:47:00,Dung gio
LB001594,CB000447,MB0025,2025-08-12 19:00:00,2025-08-13 06:29:00,Dung gio
LB001595,CB000194,MB0100,2025-01-25 20:45:00,2025-01-26 11:02:00,Dung gio
LB001596,CB000115,MB0027,2024-04-28 09:00:00,2024-04-28 11:24:00,Dung gio
LB001597,CB000175,MB0077,2025-08-29 06:00:00,2025-08-29 16:16:00,Dung gio
LB001598,CB000066,MB0091,2024-11-16 12:00:00,2024-11-16 17:48:00,Dung gio
LB001599,CB000303,MB0059,2024-07-13 12:45:00,2024-07-13 18:42:00,Dung gio
LB001600,CB000409,MB0071,2024-05-09 16:15:00,2024-05-09 18:34:00,Tre
LB001601,CB000005,MB0059,2025-04-16 10:15:00,2025-04-17 00:40:00,Dung gio
LB001602,CB000429,MB0025,2025-05-26 21:45:00,2025-05-27 00:45:00,Huy
LB001603,CB000146,MB0020,2025-11-12 22:00:00,2025-11-13 08:43:00,Dung gio
LB001604,CB000159,MB0056,2025-12-06 03:30:00,2025-12-06 18:28:00,Huy
LB001605,CB000245,MB0065,2024-08-08 15:30:00,2024-08-09 04:01:00,Tre
LB001606,CB000031,MB0087,2024-12-07 04:15:00,2024-12-07 19:13:00,Dung gio
LB001607,CB000359,MB0077,2024-02-23 05:45:00,2024-02-23 18:39:00,Tre
LB001608,CB000154,MB0089,2025-11-06 05:00:00,2025-11-06 14:51:00,Tre
LB001609,CB000173,MB0048,2025-11-25 15:30:00,2025-11-26 04:55:00,Tre
LB001610,CB000201,MB0012,2025-06-24 23:30:00,2025-06-25 04:49:00,Dung gio
LB001611,CB000359,MB0091,2025-07-15 12:00:00,2025-07-15 14:44:00,Dung gio
LB001612,CB000386,MB0084,2025-08-17 01:30:00,2025-08-17 09:48:00,Dung gio
LB001613,CB000296,MB0017,2025-03-28 22:45:00,2025-03-29 04:13:00,Dung gio
LB001614,CB000108,MB0024,2024-07-19 23:00:00,2024-07-20 05:40:00,Huy
LB001615,CB000053,MB0071,2024-05-31 12:45:00,2024-06-01 00:50:00,Dung gio
LB001616,CB000475,MB0010,2024-04-08 11:45:00,2024-04-08 15:18:00,Dung gio
LB001617,CB000061,MB0056,2025-10-27 10:45:00,2025-10-27 13:47:00,Tre
LB001618,CB000126,MB0005,2024-05-01 07:45:00,2024-05-01 16:35:00,Dung gio
LB001619,CB000353,MB0063,2024-06-25 20:45:00,2024-06-26 10:29:00,Dung gio
LB001620,CB000399,MB0052,2025-10-27 12:30:00,2025-10-27 23:47:00,Tre
LB001621,CB000189,MB0001,2024-05-02 03:00:00,2024-05-02 05:34:00,Tre
LB001622,CB000329,MB0070,2025-06-05 07:00:00,2025-06-05 17:30:00,Huy
LB001623,CB000294,MB0053,2024-10-07 22:00:00,2024-10-08 12:03:00,Huy
LB001624,CB000093,MB0044,2025-05-10 20:45:00,2025-05-11 02:20:00,Huy
LB001625,CB000065,MB0015,2024-11-29 02:15:00,2024-11-29 09:40:00,Dung gio
LB001626,CB000202,MB0060,2025-07-03 16:45:00,2025-07-03 18:20:00,Huy
LB001627,CB000429,MB0062,2025-07-05 22:00:00,2025-07-06 11:21:00,Dung gio
LB001628,CB000495,MB0070,2024-04-30 05:15:00,2024-04-30 05:50:00,Huy
LB001629,CB000229,MB0087,2024-11-17 03:00:00,2024-11-17 05:41:00,Huy
LB001630,CB000106,MB0067,2024-06-14 02:30:00,2024-06-14 17:31:00,Dung gio
LB001631,CB000044,MB0016,2025-06-02 09:30:00,2025-06-02 19:17:00,Dung gio
LB001632,CB000217,MB0070,2024-01-01 07:30:00,2024-01-01 08:47:00,Huy
LB001633,CB000464,MB0084,2024-10-27 21:45:00,2024-10-28 00:38:00,Huy
LB001634,CB000252,MB0073,2024-11-16 16:30:00,2024-11-17 03:20:00,Huy
LB001635,CB000262,MB0024,2025-12-05 03:00:00,2025-12-05 07:32:00,Dung gio
LB001636,CB000097,MB0020,2024-11-02 06:15:00,2024-11-02 17:01:00,Huy
LB001637,CB000111,MB0062,2025-01-02 08:15:00,2025-01-02 21:11:00,Huy
LB001638,CB000217,MB0012,2025-07-17 08:30:00,2025-07-17 15:30:00,Dung gio
LB001639,CB000205,MB0052,2024-03-26 08:45:00,2024-03-26 21:06:00,Dung gio
LB001640,CB000275,MB0024,2024-03-13 20:30:00,2024-03-14 07:48:00,Dung gio
LB001641,CB000366,MB0043,2025-07-31 21:15:00,2025-08-01 04:54:00,Dung gio
LB001642,CB000162,MB0084,2025-03-20 12:00:00,2025-03-20 22:48:00,Dung gio
LB001643,CB000040,MB0028,2024-05-07 17:00:00,2024-05-08 05:10:00,Huy
LB001644,CB000209,MB0012,2024-12-03 20:00:00,2024-12-04 02:41:00,Dung gio
LB001645,CB000399,MB0028,2024-05-29 07:30:00,2024-05-29 08:10:00,Dung gio
LB001646,CB000194,MB0025,2025-01-22 03:00:00,2025-01-22 06:29:00,Huy
LB001647,CB000373,MB0093,2024-11-09 18:45:00,2024-11-09 20:52:00,Huy
LB001648,CB000179,MB0073,2025-08-08 09:30:00,2025-08-08 20:22:00,Dung gio
LB001649,CB000460,MB0010,2024-06-23 10:45:00,2024-06-23 14:20:00,Dung gio
LB001650,CB000413,MB0077,2025-11-25 17:45:00,2025-11-26 02:23:00,Huy
LB001651,CB000066,MB0027,2024-01-10 21:15:00,2024-01-11 08:58:00,Dung gio
LB001652,CB000074,MB0044,2025-08-04 23:30:00,2025-08-05 00:54:00,Dung gio
LB001653,CB000363,MB0081,2024-09-12 21:45:00,2024-09-13 10:18:00,Tre
LB001654,CB000094,MB0050,2024-12-28 14:30:00,2024-12-28 19:42:00,Tre
LB001655,CB000267,MB0074,2024-08-22 09:00:00,2024-08-22 14:42:00,Tre
LB001656,CB000395,MB0033,2024-04-02 20:00:00,2024-04-02 21:48:00,Dung gio
LB001657,CB000484,MB0013,2024-06-18 18:00:00,2024-06-18 19:56:00,Dung gio
LB001658,CB000284,MB0054,2024-01-11 13:15:00,2024-01-11 21:56:00,Tre
LB001659,CB000264,MB0071,2025-11-24 17:00:00,2025-11-25 00:25:00,Dung gio
LB001660,CB000316,MB0023,2024-01-08 22:45:00,2024-01-09 11:14:00,Huy
LB001661,CB000384,MB0041,2024-09-07 23:00:00,2024-09-08 09:51:00,Tre
LB001662,CB000494,MB0021,2025-11-21 16:15:00,2025-11-21 19:44:00,Dung gio
LB001663,CB000188,MB0090,2024-05-16 16:30:00,2024-05-16 17:52:00,Tre
LB001664,CB000254,MB0044,2024-06-23 11:00:00,2024-06-23 17:16:00,Dung gio
LB001665,CB000426,MB0059,2024-04-30 09:30:00,2024-04-30 18:14:00,Dung gio
LB001666,CB000136,MB0024,2024-01-03 23:45:00,2024-01-04 03:57:00,Dung gio
LB001667,CB000476,MB0067,2025-06-11 01:45:00,2025-06-11 17:28:00,Huy
LB001668,CB000435,MB0054,2024-02-28 11:00:00,2024-02-28 22:00:00,Tre
LB001669,CB000169,MB0032,2024-12-28 03:00:00,2024-12-28 09:28:00,Dung gio
LB001670,CB000206,MB0041,2024-01-10 03:45:00,2024-01-10 12:38:00,Dung gio
LB001671,CB000044,MB0057,2025-06-10 04:45:00,2025-06-10 07:21:00,Tre
LB001672,CB000004,MB0020,2025-11-03 08:15:00,2025-11-03 16:46:00,Tre
LB001673,CB000192,MB0032,2025-01-08 13:15:00,2025-01-08 22:54:00,Dung gio
LB001674,CB000056,MB0050,2025-11-03 14:15:00,2025-11-03 17:08:00,Dung gio
LB001675,CB000383,MB0048,2024-01-06 11:15:00,2024-01-06 13:38:00,Dung gio
LB001676,CB000146,MB0005,2024-05-16 12:45:00,2024-05-17 01:56:00,Dung gio
LB001677,CB000462,MB0005,2024-06-13 21:15:00,2024-06-14 05:55:00,Dung gio
LB001678,CB000061,MB0047,2025-05-15 17:45:00,2025-05-16 07:54:00,Dung gio
LB001679,CB000167,MB0078,2025-02-13 16:45:00,2025-02-13 19:29:00,Dung gio
LB001680,CB000491,MB0015,2024-01-22 04:15:00,2024-01-22 10:37:00,Huy
LB001681,CB000007,MB0081,2025-12-01 07:00:00,2025-12-01 19:04:00,Dung gio
LB001682,CB000220,MB0063,2024-01-09 13:45:00,2024-01-09 19:11:00,Dung gio
LB001683,CB000249,MB0013,2025-03-15 07:15:00,2025-03-15 20:11:00,Huy
LB001684,CB000096,MB0026,2024-10-14 03:30:00,2024-10-14 15:57:00,Dung gio
LB001685,CB000342,MB0089,2025-03-15 06:45:00,2025-03-15 19:18:00,Dung gio
LB001686,CB000359,MB0076,2025-05-29 19:15:00,2025-05-29 22:58:00,Huy
LB001687,CB000323,MB0065,2024-06-01 07:00:00,2024-06-01 09:45:00,Tre
LB001688,CB000020,MB0028,2024-07-15 04:45:00,2024-07-15 05:33:00,Huy
LB001689,CB000103,MB0013,2024-02-22 12:45:00,2024-02-22 22:12:00,Dung gio
LB001690,CB000359,MB0065,2024-08-24 07:30:00,2024-08-24 15:16:00,Tre
LB001691,CB000032,MB0056,2025-03-13 20:00:00,2025-03-14 01:41:00,Dung gio
LB001692,CB000138,MB0043,2024-10-14 11:45:00,2024-10-14 16:27:00,Dung gio
LB001693,CB000459,MB0010,2024-07-05 01:00:00,2024-07-05 02:23:00,Dung gio
LB001694,CB000109,MB0031,2025-04-28 08:00:00,2025-04-28 15:51:00,Dung gio
LB001695,CB000130,MB0054,2025-01-07 10:30:00,2025-01-07 12:54:00,Dung gio
LB001696,CB000343,MB0001,2025-11-30 17:15:00,2025-11-30 23:24:00,Dung gio
LB001697,CB000380,MB0087,2025-01-05 23:30:00,2025-01-06 04:03:00,Dung gio
LB001698,CB000108,MB0062,2025-01-28 02:00:00,2025-01-28 04:43:00,Huy
LB001699,CB000062,MB0005,2025-08-23 20:15:00,2025-08-24 00:02:00,Tre
LB001700,CB000474,MB0015,2024-03-17 17:30:00,2024-03-17 23:08:00,Tre
LB001701,CB000390,MB0023,2025-06-30 23:15:00,2025-07-01 00:29:00,Dung gio
LB001702,CB000099,MB0047,2025-07-17 22:30:00,2025-07-18 14:12:00,Huy
LB001703,CB000500,MB0041,2025-01-09 14:00:00,2025-01-09 21:56:00,Dung gio
LB001704,CB000248,MB0047,2025-06-20 16:00:00,2025-06-20 19:20:00,Huy
LB001705,CB000141,MB0073,2024-05-12 09:00:00,2024-05-12 19:09:00,Dung gio
LB001706,CB000407,MB0073,2024-07-13 23:45:00,2024-07-14 08:41:00,Huy
LB001707,CB000446,MB0056,2024-03-17 05:45:00,2024-03-17 19:03:00,Huy
LB001708,CB000197,MB0060,2025-02-03 12:30:00,2025-02-03 16:31:00,Dung gio
LB001709,CB000002,MB0021,2025-08-08 06:00:00,2025-08-08 21:30:00,Huy
LB001710,CB000234,MB0056,2025-12-25 23:30:00,2025-12-26 05:10:00,Dung gio
LB001711,CB000152,MB0074,2024-10-01 17:00:00,2024-10-01 20:25:00,Dung gio
LB001712,CB000024,MB0059,2024-08-31 09:00:00,2024-08-31 20:24:00,Dung gio
LB001713,CB000483,MB0093,2024-10-11 04:30:00,2024-10-11 19:54:00,Dung gio
LB001714,CB000329,MB0026,2024-08-03 17:00:00,2024-08-03 17:31:00,Dung gio
LB001715,CB000324,MB0063,2025-01-12 10:00:00,2025-01-12 22:32:00,Huy
LB001716,CB000136,MB0076,2024-05-16 13:30:00,2024-05-16 19:32:00,Dung gio
LB001717,CB000321,MB0089,2024-01-11 11:15:00,2024-01-12 00:13:00,Dung gio
LB001718,CB000091,MB0027,2024-01-17 17:00:00,2024-01-18 05:49:00,Tre
LB001719,CB000485,MB0067,2024-09-20 20:15:00,2024-09-21 10:41:00,Tre
LB001720,CB000113,MB0033,2024-10-02 06:45:00,2024-10-02 09:54:00,Tre
LB001721,CB000119,MB0076,2025-03-20 11:15:00,2025-03-21 03:08:00,Tre
LB001722,CB000048,MB0054,2024-07-04 14:15:00,2024-07-05 04:40:00,Dung gio
LB001723,CB000097,MB0061,2025-05-17 23:15:00,2025-05-18 10:48:00,Dung gio
LB001724,CB000011,MB0032,2024-06-15 05:45:00,2024-06-15 17:58:00,Huy
LB001725,CB000097,MB0012,2024-05-26 02:45:00,2024-05-26 07:26:00,Tre
LB001726,CB000466,MB0067,2025-02-16 03:15:00,2025-02-16 16:09:00,Dung gio
LB001727,CB000309,MB0015,2025-01-21 12:00:00,2025-01-21 14:22:00,Dung gio
LB001728,CB000391,MB0090,2025-10-21 01:15:00,2025-10-21 05:59:00,Dung gio
LB001729,CB000138,MB0020,2025-10-04 19:00:00,2025-10-05 09:01:00,Dung gio
LB001730,CB000491,MB0084,2024-04-18 17:30:00,2024-04-19 08:33:00,Dung gio
LB001731,CB000104,MB0017,2025-05-06 18:45:00,2025-05-07 09:10:00,Dung gio
LB001732,CB000158,MB0037,2025-05-05 04:15:00,2025-05-05 05:42:00,Huy
LB001733,CB000355,MB0028,2025-10-04 17:00:00,2025-10-04 17:51:00,Dung gio
LB001734,CB000053,MB0059,2024-10-30 03:45:00,2024-10-30 06:40:00,Dung gio
LB001735,CB000468,MB0025,2024-01-25 07:45:00,2024-01-25 14:49:00,Dung gio
LB001736,CB000181,MB0067,2024-10-20 07:45:00,2024-10-20 19:58:00,Dung gio
LB001737,CB000252,MB0021,2024-04-22 07:00:00,2024-04-22 12:18:00,Dung gio
LB001738,CB000040,MB0064,2024-12-07 03:30:00,2024-12-07 05:26:00,Dung gio
LB001739,CB000310,MB0020,2024-07-01 13:30:00,2024-07-02 00:14:00,Dung gio
LB001740,CB000348,MB0048,2024-06-02 21:30:00,2024-06-03 08:39:00,Dung gio
LB001741,CB000179,MB0093,2024-04-16 08:45:00,2024-04-16 20:32:00,Dung gio
LB001742,CB000478,MB0027,2025-12-29 02:00:00,2025-12-29 17:12:00,Dung gio
LB001743,CB000399,MB0067,2024-05-30 10:15:00,2024-05-30 17:24:00,Tre
LB001744,CB000370,MB0084,2025-05-04 02:00:00,2025-05-04 12:21:00,Tre
LB001745,CB000492,MB0076,2024-10-12 04:00:00,2024-10-12 10:00:00,Dung gio
LB001746,CB000094,MB0081,2025-01-29 11:30:00,2025-01-29 20:26:00,Tre
LB001747,CB000247,MB0073,2025-02-27 19:30:00,2025-02-27 22:21:00,Dung gio
LB001748,CB000197,MB0047,2025-07-16 15:45:00,2025-07-17 01:20:00,Huy
LB001749,CB000421,MB0025,2025-01-28 02:45:00,2025-01-28 12:14:00,Huy
LB001750,CB000398,MB0073,2024-08-12 22:00:00,2024-08-13 02:30:00,Dung gio
LB001751,CB000002,MB0024,2024-01-18 11:45:00,2024-01-18 14:31:00,Dung gio
LB001752,CB000031,MB0100,2024-12-23 11:15:00,2024-12-23 16:46:00,Tre
LB001753,CB000074,MB0090,2025-07-18 13:15:00,2025-07-18 17:20:00,Dung gio
LB001754,CB000029,MB0077,2024-05-21 03:15:00,2024-05-21 10:11:00,Dung gio
LB001755,CB000357,MB0048,2025-01-15 01:00:00,2025-01-15 12:48:00,Huy
LB001756,CB000038,MB0053,2025-08-31 05:00:00,2025-08-31 08:00:00,Dung gio
LB001757,CB000073,MB0013,2024-09-07 02:00:00,2024-09-07 12:12:00,Tre
LB001758,CB000077,MB0078,2024-07-05 15:15:00,2024-07-06 04:31:00,Huy
LB001759,CB000358,MB0032,2025-04-26 13:30:00,2025-04-26 21:34:00,Dung gio
LB001760,CB000147,MB0016,2024-06-08 01:00:00,2024-06-08 11:48:00,Dung gio
LB001761,CB000258,MB0021,2024-01-12 12:45:00,2024-01-13 00:51:00,Tre
LB001762,CB000284,MB0074,2024-09-21 18:30:00,2024-09-22 07:06:00,Dung gio
LB001763,CB000217,MB0021,2024-10-05 02:45:00,2024-10-05 05:23:00,Dung gio
LB001764,CB000206,MB0064,2024-02-27 07:45:00,2024-02-27 11:23:00,Huy
LB001765,CB000310,MB0090,2024-03-20 22:45:00,2024-03-21 07:23:00,Dung gio
LB001766,CB000335,MB0067,2025-02-18 12:15:00,2025-02-18 13:40:00,Dung gio
LB001767,CB000332,MB0048,2024-07-18 08:00:00,2024-07-18 10:16:00,Dung gio
LB001768,CB000186,MB0063,2024-12-09 00:15:00,2024-12-09 05:33:00,Dung gio
LB001769,CB000278,MB0015,2024-03-07 06:00:00,2024-03-07 19:24:00,Dung gio
LB001770,CB000097,MB0060,2024-07-25 20:00:00,2024-07-26 00:36:00,Dung gio
LB001771,CB000044,MB0061,2025-08-01 01:45:00,2025-08-01 03:01:00,Dung gio
LB001772,CB000162,MB0013,2024-11-12 00:30:00,2024-11-12 13:49:00,Dung gio
LB001773,CB000491,MB0045,2025-05-27 06:30:00,2025-05-27 19:49:00,Tre
LB001774,CB000372,MB0041,2024-05-12 22:00:00,2024-05-13 04:09:00,Tre
LB001775,CB000460,MB0077,2025-05-30 03:15:00,2025-05-30 04:09:00,Huy
LB001776,CB000408,MB0044,2025-05-03 18:00:00,2025-05-03 23:27:00,Dung gio
LB001777,CB000078,MB0071,2025-04-19 02:00:00,2025-04-19 14:45:00,Dung gio
LB001778,CB000453,MB0024,2025-11-28 20:15:00,2025-11-29 09:52:00,Dung gio
LB001779,CB000494,MB0056,2025-06-12 23:30:00,2025-06-13 07:38:00,Dung gio
LB001780,CB000174,MB0031,2025-01-03 19:45:00,2025-01-03 20:55:00,Tre
LB001781,CB000123,MB0024,2025-09-17 19:00:00,2025-09-17 22:06:00,Huy
LB001782,CB000322,MB0054,2024-04-09 00:15:00,2024-04-09 13:49:00,Dung gio
LB001783,CB000281,MB0092,2024-03-30 15:00:00,2024-03-30 23:15:00,Dung gio
LB001784,CB000087,MB0031,2024-06-14 02:30:00,2024-06-14 12:50:00,Dung gio
LB001785,CB000181,MB0013,2024-03-13 05:45:00,2024-03-13 10:39:00,Tre
LB001786,CB000132,MB0078,2025-03-28 20:15:00,2025-03-28 22:51:00,Huy
LB001787,CB000250,MB0005,2025-01-07 09:45:00,2025-01-07 17:13:00,Huy
LB001788,CB000470,MB0071,2024-05-12 14:30:00,2024-05-12 23:44:00,Huy
LB001789,CB000488,MB0033,2025-01-17 02:45:00,2025-01-17 11:53:00,Tre
LB001790,CB000135,MB0093,2025-11-29 01:00:00,2025-11-29 14:08:00,Dung gio
LB001791,CB000359,MB0089,2025-07-28 00:15:00,2025-07-28 15:18:00,Dung gio
LB001792,CB000149,MB0044,2024-06-11 18:45:00,2024-06-12 09:49:00,Dung gio
LB001793,CB000115,MB0044,2025-04-18 21:00:00,2025-04-19 03:27:00,Tre
LB001794,CB000240,MB0067,2025-07-01 14:00:00,2025-07-01 15:57:00,Dung gio
LB001795,CB000375,MB0015,2025-02-10 13:15:00,2025-02-10 20:36:00,Dung gio
LB001796,CB000034,MB0033,2024-12-16 19:45:00,2024-12-16 23:52:00,Tre
LB001797,CB000059,MB0028,2025-04-10 01:15:00,2025-04-10 09:46:00,Dung gio
LB001798,CB000328,MB0024,2024-11-23 18:00:00,2024-11-24 04:45:00,Tre
LB001799,CB000032,MB0087,2025-01-05 13:45:00,2025-01-05 17:53:00,Dung gio
LB001800,CB000109,MB0092,2024-01-24 21:45:00,2024-01-25 02:51:00,Dung gio
LB001801,CB000326,MB0022,2024-03-26 04:00:00,2024-03-26 09:10:00,Tre
LB001802,CB000042,MB0032,2025-12-30 14:45:00,2025-12-31 00:12:00,Dung gio
LB001803,CB000343,MB0096,2024-09-22 05:00:00,2024-09-22 07:04:00,Tre
LB001804,CB000176,MB0078,2024-10-31 05:15:00,2024-10-31 11:42:00,Tre
LB001805,CB000247,MB0053,2025-07-02 22:15:00,2025-07-03 10:38:00,Tre
LB001806,CB000182,MB0100,2025-12-10 18:45:00,2025-12-11 09:17:00,Dung gio
LB001807,CB000288,MB0084,2025-09-03 06:00:00,2025-09-03 18:50:00,Huy
LB001808,CB000316,MB0020,2024-11-27 21:30:00,2024-11-27 22:14:00,Dung gio
LB001809,CB000460,MB0052,2024-05-31 15:30:00,2024-05-31 17:56:00,Tre
LB001810,CB000135,MB0057,2024-01-04 14:15:00,2024-01-05 01:34:00,Tre
LB001811,CB000328,MB0062,2024-04-09 01:15:00,2024-04-09 14:28:00,Dung gio
