MaHanhLy,MaVe,TrongLuong,LoaiHanhLy
HL00003174,VE00012528,3.58,Xach tay
HL00003175,VE00066248,3.89,Xach tay
HL00003176,VE00017500,28.85,Ky gui
HL00003177,VE00051689,30.79,Ky gui
HL00003178,VE00074426,24.21,Ky gui
HL00003179,VE00057015,20.13,Ky gui
HL00003180,VE00017133,5.63,Xach tay
HL00003181,VE00031035,20.06,Ky gui
HL00003182,VE00038231,2.76,Xach tay
HL00003183,VE00034209,2.88,Xach tay
HL00003184,VE00034209,17.58,Ky gui
HL00003185,VE00041289,24.67,Ky gui
HL00003186,VE00042763,4.14,Xach tay
HL00003187,VE00035646,1.66,Xach tay
HL00003188,VE00030620,5.29,Ky gui
HL00003189,VE00009790,3.92,Xach tay
HL00003190,VE00026570,2.52,Xach tay
HL00003191,VE00026570,7.54,Ky gui
HL00003192,VE00017841,2.15,Xach tay
HL00003193,VE00014284,5.91,Ky gui
HL00003194,VE00020370,3.61,Xach tay
HL00003195,VE00013849,5.02,Xach tay
HL00003196,VE00013849,11.83,Ky gui
HL00003197,VE00021545,31.22,Ky gui
HL00003198,VE00058926,28.31,Ky gui
HL00003199,VE00053283,18.24,Ky gui
HL00003200,VE00015826,6.19,Xach tay
HL00003201,VE00070245,26.8,Ky gui
HL00003202,VE00046962,0.69,Xach tay
HL00003203,VE00046962,29.15,Ky gui
HL00003204,VE00027216,5.29,Xach tay
HL00003205,VE00060732,3.23,Xach tay
HL00003206,VE00034736,6.51,Ky gui
HL00003207,VE00015718,6.68,Ky gui
HL00003208,VE00011852,4.04,Xach tay
HL00003209,VE00011852,31.55,Ky gui
HL00003210,VE00020659,4.49,Xach tay
HL00003211,VE00039875,5.94,Xach tay
HL00003212,VE00039875,27.9,Ky gui
HL00003213,VE00079077,5.11,Xach tay
HL00003214,VE00042965,30.5,Ky gui
HL00003215,VE00019442,30.39,Ky gui
HL00003216,VE00011956,5.95,Xach tay
HL00003217,VE00032535,6.75,Ky gui
HL00003218,VE00046628,18.54,Ky gui
HL00003219,VE00051937,7.27,Ky gui
HL00003220,VE00067301,2.29,Xach tay
HL00003221,VE00006417,3.79,Xach tay
HL00003222,VE00039170,5.35,Xach tay
HL00003223,VE00034101,5.09,Ky gui
HL00003224,VE00022790,2.78,Xach tay
HL00003225,VE00004074,4.19,Xach tay
HL00003226,VE00053005,20.29,Ky gui
HL00003227,VE00059271,1.26,Xach tay
HL00003228,VE00072870,5.24,Xach tay
HL00003229,VE00072870,10.01,Ky gui
HL00003230,VE00072106,31.08,Ky gui
HL00003231,VE00032749,26.3,Ky gui
HL00003232,VE00012416,2.93,Xach tay
HL00003233,VE00060561,5.21,Xach tay
HL00003234,VE00060561,11.66,Ky gui
HL00003235,VE00013358,22.34,Ky gui
HL00003236,VE00015920,5.41,Xach tay
HL00003237,VE00001568,0.85,Xach tay
HL00003238,VE00008084,9.81,Ky gui
HL00003239,VE00029136,2.55,Xach tay
HL00003240,VE00017134,1.72,Xach tay
HL00003241,VE00048791,2.42,Xach tay
HL00003242,VE00011016,12.14,Ky gui
HL00003243,VE00076327,4.26,Xach tay
HL00003244,VE00076824,4.67,Xach tay
HL00003245,VE00033925,4.6,Xach tay
HL00003246,VE00009829,5.99,Ky gui
HL00003247,VE00002858,15.41,Ky gui
HL00003248,VE00008451,10.69,Ky gui
HL00003249,VE00025920,14.37,Ky gui
HL00003250,VE00058122,26.5,Ky gui
HL00003251,VE00016881,5.05,Xach tay
HL00003252,VE00012056,27.41,Ky gui
HL00003253,VE00043457,7.45,Ky gui
HL00003254,VE00005597,11.97,Ky gui
HL00003255,VE00060424,0.7,Xach tay
HL00003256,VE00006638,4.78,Xach tay
HL00003257,VE00022019,1.41,Xach tay
HL00003258,VE00075221,15.05,Ky gui
HL00003259,VE00056775,4.32,Xach tay
HL00003260,VE00051774,5.06,Xach tay
HL00003261,VE00051774,22.0,Ky gui
HL00003262,VE00003865,3.24,Xach tay
HL00003263,VE00003865,14.04,Ky gui
HL00003264,VE00050166,7.71,Ky gui
HL00003265,VE00022651,3.53,Xach tay
HL00003266,VE00046393,0.64,Xach tay
HL00003267,VE00028144,17.32,Ky gui
HL00003268,VE00024531,16.74,Ky gui
HL00003269,VE00036043,5.92,Xach tay
HL00003270,VE00036682,2.93,Xach tay
HL00003271,VE00058460,4.91,Xach tay
HL00003272,VE00019482,6.81,Xach tay
HL00003273,VE00032216,29.32,Ky gui
HL00003274,VE00065391,16.37,Ky gui
HL00003275,VE00054001,30.76,Ky gui
HL00003276,VE00072180,0.69,Xach tay
HL00003277,VE00062788,29.9,Ky gui
HL00003278,VE00050203,6.82,Xach tay
HL00003279,VE00054950,8.51,Ky gui
HL00003280,VE00068920,6.74,Xach tay
HL00003281,VE00071259,5.48,Xach tay
HL00003282,VE00002560,17.39,Ky gui
HL00003283,VE00050135,0.51,Xach tay
HL00003284,VE00047070,6.24,Xach tay
HL00003285,VE00062874,1.02,Xach tay
HL00003286,VE00071372,1.82,Xach tay
HL00003287,VE00063528,2.09,Xach tay
HL00003288,VE00063528,23.49,Ky gui
HL00003289,VE00045094,15.1,Ky gui
HL00003290,VE00074142,2.74,Xach tay
HL00003291,VE00065850,4.96,Xach tay
HL00003292,VE00042154,29.65,Ky gui
HL00003293,VE00050906,27.45,Ky gui
HL00003294,VE00035447,25.6,Ky gui
HL00003295,VE00023569,1.34,Xach tay
HL00003296,VE00023569,25.6,Ky gui
HL00003297,VE00003417,5.53,Xach tay
HL00003298,VE00078266,24.72,Ky gui
HL00003299,VE00028708,3.06,Xach tay
HL00003300,VE00003841,3.67,Xach tay
HL00003301,VE00003841,24.99,Ky gui
HL00003302,VE00036823,10.99,Ky gui
HL00003303,VE00007680,25.73,Ky gui
HL00003304,VE00061825,2.71,Xach tay
HL00003305,VE00069394,21.49,Ky gui
HL00003306,VE00046850,29.69,Ky gui
HL00003307,VE00076545,8.73,Ky gui
HL00003308,VE00030509,1.87,Xach tay
HL00003309,VE00020923,2.71,Xach tay
HL00003310,VE00013125,16.49,Ky gui
HL00003311,VE00032488,3.01,Xach tay
HL00003312,VE00031609,5.94,Ky gui
HL00003313,VE00069952,1.56,Xach tay
HL00003314,VE00007329,27.52,Ky gui
HL00003315,VE00028759,1.04,Xach tay
HL00003316,VE00075458,7.74,Ky gui
HL00003317,VE00046505,5.33,Ky gui
HL00003318,VE00022769,4.24,Xach tay
HL00003319,VE00023082,3.46,Xach tay
HL00003320,VE00031006,6.74,Xach tay
HL00003321,VE00077663,5.51,Xach tay
HL00003322,VE00041682,2.18,Xach tay
HL00003323,VE00047027,21.3,Ky gui
HL00003324,VE00077538,17.16,Ky gui
HL00003325,VE00003698,3.58,Xach tay
HL00003326,VE00046096,3.98,Xach tay
HL00003327,VE00074404,5.61,Xach tay
HL00003328,VE00018626,15.35,Ky gui
HL00003329,VE00073808,9.06,Ky gui
HL00003330,VE00064518,6.57,Xach tay
HL00003331,VE00071058,10.34,Ky gui
HL00003332,VE00040509,24.65,Ky gui
HL00003333,VE00023011,0.82,Xach tay
HL00003334,VE00064283,1.29,Xach tay
HL00003335,VE00004976,2.89,Xach tay
HL00003336,VE00030491,11.81,Ky gui
HL00003337,VE00078862,2.42,Xach tay
HL00003338,VE00028680,19.65,Ky gui
HL00003339,VE00002613,2.82,Xach tay
HL00003340,VE00069003,2.61,Xach tay
HL00003341,VE00069003,22.17,Ky gui
HL00003342,VE00062651,14.65,Ky gui
HL00003343,VE00000090,5.3,Xach tay
HL00003344,VE00000090,11.71,Ky gui
HL00003345,VE00043482,1.11,Xach tay
HL00003346,VE00043482,24.62,Ky gui
HL00003347,VE00026407,16.64,Ky gui
HL00003348,VE00017104,6.82,Xach tay
HL00003349,VE00044664,11.59,Ky gui
HL00003350,VE00023261,27.54,Ky gui
HL00003351,VE00042414,19.14,Ky gui
HL00003352,VE00007807,1.0,Xach tay
HL00003353,VE00002873,1.45,Xach tay
HL00003354,VE00076889,28.81,Ky gui
HL00003355,VE00018567,6.87,Xach tay
HL00003356,VE00014539,6.53,Xach tay
HL00003357,VE00014539,25.23,Ky gui
HL00003358,VE00068983,0.65,Xach tay
HL00003359,VE00009507,4.74,Xach tay
HL00003360,VE00051852,16.7,Ky gui
HL00003361,VE00076811,1.75,Xach tay
HL00003362,VE00013243,2.47,Xach tay
HL00003363,VE00044114,28.06,Ky gui
HL00003364,VE00042285,5.69,Xach tay
HL00003365,VE00017885,3.57,Xach tay
HL00003366,VE00057262,16.8,Ky gui
HL00003367,VE00063859,26.01,Ky gui
HL00003368,VE00041587,4.86,Xach tay
HL00003369,VE00022834,29.56,Ky gui
HL00003370,VE00073660,12.36,Ky gui
HL00003371,VE00046770,0.62,Xach tay
HL00003372,VE00029261,1.34,Xach tay
HL00003373,VE00077195,4.39,Xach tay
HL00003374,VE00049596,1.94,Xach tay
HL00003375,VE00040216,2.61,Xach tay
HL00003376,VE00040216,6.72,Ky gui
HL00003377,VE00038603,5.13,Xach tay
HL00003378,VE00023293,20.87,Ky gui
HL00003379,VE00000236,13.88,Ky gui
HL00003380,VE00075083,6.54,Xach tay
HL00003381,VE00051328,2.71,Xach tay
HL00003382,VE00051328,14.35,Ky gui
HL00003383,VE00074382,3.5,Xach tay
HL00003384,VE00023866,10.69,Ky gui
HL00003385,VE00078957,23.17,Ky gui
HL00003386,VE00041710,0.71,Xach tay
HL00003387,VE00013646,20.16,Ky gui
HL00003388,VE00065036,1.85,Xach tay
HL00003389,VE00043407,2.4,Xach tay
HL00003390,VE00010199,4.88,Xach tay
HL00003391,VE00031195,4.56,Xach tay
HL00003392,VE00031195,9.5,Ky gui
HL00003393,VE00045458,3.3,Xach tay
HL00003394,VE00022006,6.83,Xach tay
HL00003395,VE00022006,20.02,Ky gui
HL00003396,VE00011630,2.03,Xach tay
HL00003397,VE00058541,4.45,Xach tay
HL00003398,VE00001494,7.62,Ky gui
HL00003399,VE00034762,6.95,Xach tay
HL00003400,VE00027484,9.82,Ky gui
HL00003401,VE00032708,5.55,Xach tay
HL00003402,VE00008886,15.83,Ky gui
HL00003403,VE00045939,5.38,Xach tay
HL00003404,VE00033641,4.4,Xach tay
HL00003405,VE00014161,2.86,Xach tay
HL00003406,VE00000168,6.25,Xach tay
HL00003407,VE00050586,13.58,Ky gui
HL00003408,VE00057439,15.59,Ky gui
HL00003409,VE00054267,3.52,Xach tay
HL00003410,VE00064630,17.14,Ky gui
HL00003411,VE00046037,2.37,Xach tay
HL00003412,VE00071569,14.02,Ky gui
HL00003413,VE00049198,1.62,Xach tay
HL00003414,VE00062848,4.75,Xach tay
HL00003415,VE00029568,4.64,Xach tay
HL00003416,VE00059152,8.74,Ky gui
HL00003417,VE00009662,31.97,Ky gui
HL00003418,VE00004380,24.77,Ky gui
HL00003419,VE00002632,2.12,Xach tay
HL00003420,VE00041775,17.74,Ky gui
HL00003421,VE00034227,2.91,Xach tay
HL00003422,VE00034227,25.06,Ky gui
HL00003423,VE00009726,19.91,Ky gui
HL00003424,VE00049213,2.9,Xach tay
HL00003425,VE00009831,6.59,Xach tay
HL00003426,VE00012204,2.4,Xach tay
HL00003427,VE00077861,3.5,Xach tay
HL00003428,VE00063274,4.42,Xach tay
HL00003429,VE00056535,31.27,Ky gui
HL00003430,VE00021627,8.0,Ky gui
HL00003431,VE00079603,13.94,Ky gui
HL00003432,VE00020592,3.5,Xach tay
HL00003433,VE00013273,0.71,Xach tay
HL00003434,VE00013273,23.28,Ky gui
HL00003435,VE00053646,3.21,Xach tay
HL00003436,VE00053646,12.02,Ky gui
HL00003437,VE00072629,8.27,Ky gui
HL00003438,VE00070796,22.47,Ky gui
HL00003439,VE00034769,5.64,Ky gui
HL00003440,VE00036900,5.22,Xach tay
HL00003441,VE00038981,3.09,Xach tay
HL00003442,VE00031136,25.76,Ky gui
HL00003443,VE00012572,5.16,Xach tay
HL00003444,VE00006506,22.54,Ky gui
HL00003445,VE00051499,1.31,Xach tay
HL00003446,VE00074944,2.21,Xach tay
HL00003447,VE00072046,25.35,Ky gui
HL00003448,VE00064350,1.6,Xach tay
HL00003449,VE00020132,2.71,Xach tay
HL00003450,VE00047295,10.67,Ky gui
HL00003451,VE00000501,4.67,Xach tay
HL00003452,VE00000501,7.0,Ky gui
HL00003453,VE00011486,2.09,Xach tay
HL00003454,VE00038608,2.42,Xach tay
HL00003455,VE00078672,5.62,Xach tay
HL00003456,VE00062958,20.34,Ky gui
HL00003457,VE00026172,25.56,Ky gui
HL00003458,VE00012713,2.37,Xach tay
HL00003459,VE00003374,2.91,Xach tay
HL00003460,VE00027126,2.39,Xach tay
HL00003461,VE00038249,4.62,Xach tay
HL00003462,VE00010740,3.36,Xach tay
HL00003463,VE00062072,5.33,Xach tay
HL00003464,VE00015140,8.96,Ky gui
HL00003465,VE00040417,3.0,Xach tay
HL00003466,VE00052097,5.76,Ky gui
HL00003467,VE00061728,2.47,Xach tay
HL00003468,VE00064107,12.0,Ky gui
HL00003469,VE00034735,25.13,Ky gui
HL00003470,VE00071320,4.52,Xach tay
HL00003471,VE00050794,2.74,Xach tay
HL00003472,VE00024233,6.04,Xach tay
HL00003473,VE00048631,2.93,Xach tay
HL00003474,VE00048419,1.6,Xach tay
HL00003475,VE00024456,9.74,Ky gui
HL00003476,VE00005849,6.66,Xach tay
HL00003477,VE00005849,14.24,Ky gui
HL00003478,VE00034511,1.96,Xach tay
HL00003479,VE00060957,5.56,Xach tay
HL00003480,VE00034525,22.55,Ky gui
HL00003481,VE00029655,3.49,Xach tay
HL00003482,VE00008080,27.84,Ky gui
HL00003483,VE00019809,19.15,Ky gui
HL00003484,VE00012676,1.82,Xach tay
HL00003485,VE00011234,15.76,Ky gui
HL00003486,VE00045062,2.64,Xach tay
HL00003487,VE00045062,6.81,Ky gui
HL00003488,VE00070969,19.44,Ky gui
HL00003489,VE00054263,28.56,Ky gui
HL00003490,VE00029821,4.18,Xach tay
HL00003491,VE00029821,11.7,Ky gui
HL00003492,VE00072562,5.31,Xach tay
HL00003493,VE00007994,22.57,Ky gui
HL00003494,VE00050739,4.98,Xach tay
HL00003495,VE00068496,0.76,Xach tay
HL00003496,VE00054871,19.9,Ky gui
HL00003497,VE00070191,1.74,Xach tay
HL00003498,VE00070191,27.43,Ky gui
HL00003499,VE00062237,6.37,Xach tay
HL00003500,VE00062237,19.11,Ky gui
HL00003501,VE00030887,1.98,Xach tay
HL00003502,VE00030887,20.81,Ky gui
HL00003503,VE00062425,17.54,Ky gui
HL00003504,VE00039172,26.1,Ky gui
HL00003505,VE00010349,4.62,Xach tay
HL00003506,VE00051748,1.26,Xach tay
HL00003507,VE00004552,1.78,Xach tay
HL00003508,VE00004552,19.64,Ky gui
HL00003509,VE00065812,3.67,Xach tay
HL00003510,VE00074871,20.71,Ky gui
HL00003511,VE00074906,6.26,Xach tay
HL00003512,VE00019327,10.26,Ky gui
HL00003513,VE00015766,21.59,Ky gui
HL00003514,VE00058857,0.5,Xach tay
HL00003515,VE00022660,21.24,Ky gui
HL00003516,VE00021911,1.65,Xach tay
HL00003517,VE00027773,18.88,Ky gui
HL00003518,VE00016540,6.14,Xach tay
HL00003519,VE00005594,2.29,Xach tay
HL00003520,VE00055493,13.34,Ky gui
HL00003521,VE00010272,6.85,Xach tay
HL00003522,VE00026466,2.57,Xach tay
HL00003523,VE00077995,1.56,Xach tay
HL00003524,VE00033802,3.31,Xach tay
HL00003525,VE00033802,13.23,Ky gui
HL00003526,VE00008784,4.65,Xach tay
HL00003527,VE00011407,9.93,Ky gui
HL00003528,VE00050869,25.6,Ky gui
HL00003529,VE00072924,3.76,Xach tay
HL00003530,VE00052083,3.95,Xach tay
HL00003531,VE00072359,2.45,Xach tay
HL00003532,VE00042747,20.42,Ky gui
HL00003533,VE00036203,1.52,Xach tay
HL00003534,VE00068117,26.22,Ky gui
HL00003535,VE00001621,9.24,Ky gui
HL00003536,VE00014749,26.3,Ky gui
HL00003537,VE00019614,12.27,Ky gui
HL00003538,VE00074265,6.07,Xach tay
HL00003539,VE00077062,1.44,Xach tay
HL00003540,VE00076373,2.8,Xach tay
HL00003541,VE00013846,17.14,Ky gui
HL00003542,VE00073753,3.06,Xach tay
HL00003543,VE00013238,5.45,Xach tay
HL00003544,VE00037499,6.8,Xach tay
HL00003545,VE00045072,5.73,Xach tay
HL00003546,VE00034621,5.53,Ky gui
HL00003547,VE00050207,10.63,Ky gui
HL00003548,VE00063647,12.96,Ky gui
HL00003549,VE00074977,2.59,Xach tay
HL00003550,VE00079818,13.79,Ky gui
HL00003551,VE00062004,10.39,Ky gui
HL00003552,VE00022571,3.77,Xach tay
HL00003553,VE00052819,2.08,Xach tay
HL00003554,VE00018856,3.62,Xach tay
HL00003555,VE00079778,17.69,Ky gui
HL00003556,VE00005084,4.79,Xach tay
HL00003557,VE00005084,23.57,Ky gui
HL00003558,VE00043450,2.32,Xach tay
HL00003559,VE00031140,15.13,Ky gui
HL00003560,VE00006461,4.66,Xach tay
HL00003561,VE00062288,2.9,Xach tay
HL00003562,VE00048817,1.37,Xach tay
HL00003563,VE00002652,13.76,Ky gui
HL00003564,VE00044285,16.17,Ky gui
HL00003565,VE00039723,1.48,Xach tay
HL00003566,VE00040757,1.8,Xach tay
HL00003567,VE00036746,2.09,Xach tay
HL00003568,VE00036746,20.46,Ky gui
HL00003569,VE00064438,12.04,Ky gui
HL00003570,VE00012874,12.87,Ky gui
HL00003571,VE00029879,5.52,Xach tay
HL00003572,VE00029879,6.84,Ky gui
HL00003573,VE00017615,24.21,Ky gui
HL00003574,VE00039385,6.05,Xach tay
HL00003575,VE00035314,6.25,Xach tay
HL00003576,VE00054628,3.54,Xach tay
HL00003577,VE00079296,2.66,Xach tay
HL00003578,VE00011704,24.01,Ky gui
HL00003579,VE00024634,5.36,Xach tay
HL00003580,VE00057897,1.27,Xach tay
HL00003581,VE00057897,16.09,Ky gui
HL00003582,VE00027708,3.66,Xach tay
HL00003583,VE00053369,3.93,Xach tay
HL00003584,VE00053369,29.65,Ky gui
HL00003585,VE00063500,5.44,Ky gui
HL00003586,VE00067699,0.71,Xach tay
HL00003587,VE00007368,26.55,Ky gui
HL00003588,VE00067538,18.28,Ky gui
HL00003589,VE00020837,22.13,Ky gui
HL00003590,VE00008601,20.26,Ky gui
HL00003591,VE00066427,19.36,Ky gui
HL00003592,VE00052873,27.85,Ky gui
HL00003593,VE00017780,6.5,Xach tay
HL00003594,VE00017780,21.47,Ky gui
HL00003595,VE00074538,25.71,Ky gui
HL00003596,VE00022773,2.3,Xach tay
HL00003597,VE00025266,6.22,Xach tay
HL00003598,VE00026310,22.56,Ky gui
HL00003599,VE00007554,4.71,Xach tay
HL00003600,VE00007554,14.17,Ky gui
HL00003601,VE00032702,23.7,Ky gui
HL00003602,VE00004335,16.67,Ky gui
HL00003603,VE00059828,4.24,Xach tay
HL00003604,VE00059828,5.17,Ky gui
HL00003605,VE00006627,5.51,Ky gui
HL00003606,VE00047236,3.28,Xach tay
HL00003607,VE00026098,1.95,Xach tay
HL00003608,VE00035911,13.82,Ky gui
HL00003609,VE00048281,4.83,Xach tay
HL00003610,VE00060847,20.51,Ky gui
HL00003611,VE00066208,6.22,Xach tay
HL00003612,VE00016237,5.52,Xach tay
HL00003613,VE00004006,1.68,Xach tay
HL00003614,VE00048820,4.41,Xach tay
HL00003615,VE00048820,27.81,Ky gui
HL00003616,VE00064067,19.58,Ky gui
HL00003617,VE00058472,2.55,Xach tay
HL00003618,VE00023277,1.86,Xach tay
HL00003619,VE00062205,3.26,Xach tay
HL00003620,VE00076924,6.59,Xach tay
HL00003621,VE00045844,2.81,Xach tay
HL00003622,VE00045122,6.34,Xach tay
HL00003623,VE00021433,5.92,Xach tay
HL00003624,VE00033904,3.39,Xach tay
HL00003625,VE00011848,24.98,Ky gui
HL00003626,VE00037365,3.4,Xach tay
HL00003627,VE00003598,1.84,Xach tay
HL00003628,VE00006508,5.79,Xach tay
HL00003629,VE00021353,1.64,Xach tay
HL00003630,VE00021353,29.66,Ky gui
HL00003631,VE00075008,8.29,Ky gui
HL00003632,VE00028092,8.25,Ky gui
HL00003633,VE00029013,4.43,Xach tay
HL00003634,VE00029506,13.56,Ky gui
HL00003635,VE00027097,6.9,Xach tay
HL00003636,VE00035270,14.72,Ky gui
HL00003637,VE00053675,1.23,Xach tay
HL00003638,VE00067277,0.55,Xach tay
HL00003639,VE00002629,15.81,Ky gui
HL00003640,VE00062141,6.65,Xach tay
HL00003641,VE00022702,16.72,Ky gui
HL00003642,VE00078793,13.12,Ky gui
HL00003643,VE00029330,4.68,Xach tay
HL00003644,VE00029330,15.52,Ky gui
HL00003645,VE00033082,6.68,Xach tay
HL00003646,VE00079737,4.71,Xach tay
HL00003647,VE00040038,1.41,Xach tay
HL00003648,VE00036095,4.17,Xach tay
HL00003649,VE00055550,1.51,Xach tay
HL00003650,VE00049346,25.58,Ky gui
HL00003651,VE00045707,5.72,Xach tay
HL00003652,VE00045707,28.39,Ky gui
HL00003653,VE00028602,15.04,Ky gui
HL00003654,VE00061172,1.52,Xach tay
HL00003655,VE00039603,6.59,Xach tay
HL00003656,VE00052056,26.88,Ky gui
HL00003657,VE00076610,6.21,Xach tay
HL00003658,VE00013411,1.56,Xach tay
HL00003659,VE00000964,2.49,Xach tay
HL00003660,VE00067046,29.54,Ky gui
HL00003661,VE00049052,2.59,Xach tay
HL00003662,VE00073592,13.95,Ky gui
HL00003663,VE00079830,6.17,Xach tay
HL00003664,VE00079830,29.67,Ky gui
HL00003665,VE00037052,2.95,Xach tay
HL00003666,VE00037052,21.16,Ky gui
HL00003667,VE00039122,9.27,Ky gui
HL00003668,VE00014170,6.33,Xach tay
HL00003669,VE00014170,7.49,Ky gui
HL00003670,VE00008368,3.59,Xach tay
HL00003671,VE00042617,8.63,Ky gui
HL00003672,VE00036292,22.2,Ky gui
HL00003673,VE00034230,3.55,Xach tay
HL00003674,VE00024689,4.77,Xach tay
HL00003675,VE00019652,4.49,Xach tay
HL00003676,VE00067803,17.9,Ky gui
HL00003677,VE00031497,28.0,Ky gui
HL00003678,VE00007442,1.93,Xach tay
HL00003679,VE00078648,6.62,Xach tay
HL00003680,VE00052966,1.03,Xach tay
HL00003681,VE00041889,3.12,Xach tay
HL00003682,VE00041889,28.95,Ky gui
HL00003683,VE00018341,1.97,Xach tay
HL00003684,VE00003337,4.79,Xach tay
HL00003685,VE00038746,6.83,Xach tay
HL00003686,VE00034004,19.04,Ky gui
HL00003687,VE00054863,28.86,Ky gui
HL00003688,VE00053032,8.56,Ky gui
HL00003689,VE00050892,4.8,Xach tay
HL00003690,VE00004630,30.23,Ky gui
HL00003691,VE00076419,6.39,Xach tay
HL00003692,VE00076419,15.4,Ky gui
HL00003693,VE00074979,1.79,Xach tay
HL00003694,VE00074979,9.92,Ky gui
HL00003695,VE00024893,0.72,Xach tay
HL00003696,VE00044980,9.37,Ky gui
HL00003697,VE00029146,4.22,Xach tay
HL00003698,VE00070076,2.74,Xach tay
HL00003699,VE00062356,27.06,Ky gui
HL00003700,VE00046989,17.21,Ky gui
HL00003701,VE00039348,4.54,Xach tay
HL00003702,VE00073171,8.18,Ky gui
HL00003703,VE00023742,5.5,Xach tay
HL00003704,VE00012794,6.3,Xach tay
HL00003705,VE00061707,5.75,Xach tay
HL00003706,VE00016770,4.07,Xach tay
HL00003707,VE00033903,23.04,Ky gui
HL00003708,VE00073274,3.87,Xach tay
HL00003709,VE00023996,2.88,Xach tay
HL00003710,VE00023996,22.34,Ky gui
HL00003711,VE00011705,1.98,Xach tay
HL00003712,VE00029132,1.22,Xach tay
HL00003713,VE00046568,12.98,Ky gui
HL00003714,VE00040251,3.34,Xach tay
HL00003715,VE00043427,6.14,Xach tay
HL00003716,VE00043427,18.63,Ky gui
HL00003717,VE00048718,6.62,Xach tay
HL00003718,VE00076752,5.96,Xach tay
HL00003719,VE00038542,0.61,Xach tay
HL00003720,VE00060787,14.56,Ky gui
HL00003721,VE00015438,9.1,Ky gui
HL00003722,VE00007036,26.61,Ky gui
HL00003723,VE00076491,2.0,Xach tay
HL00003724,VE00009335,15.11,Ky gui
HL00003725,VE00025500,1.58,Xach tay
HL00003726,VE00065599,21.69,Ky gui
HL00003727,VE00015705,25.28,Ky gui
HL00003728,VE00050027,6.62,Xach tay
HL00003729,VE00069447,28.17,Ky gui
HL00003730,VE00039107,6.73,Xach tay
HL00003731,VE00007087,6.36,Xach tay
HL00003732,VE00026254,1.38,Xach tay
HL00003733,VE00053634,2.13,Xach tay
HL00003734,VE00053634,20.01,Ky gui
HL00003735,VE00074633,6.5,Xach tay
HL00003736,VE00059975,30.9,Ky gui
HL00003737,VE00018773,3.17,Xach tay
HL00003738,VE00018773,8.88,Ky gui
HL00003739,VE00041470,25.64,Ky gui
HL00003740,VE00023640,30.67,Ky gui
HL00003741,VE00010593,5.61,Xach tay
HL00003742,VE00063909,15.56,Ky gui
HL00003743,VE00043599,5.92,Xach tay
HL00003744,VE00023177,6.76,Xach tay
HL00003745,VE00023177,12.46,Ky gui
HL00003746,VE00007604,5.31,Xach tay
HL00003747,VE00059252,3.38,Xach tay
HL00003748,VE00035852,25.54,Ky gui
HL00003749,VE00027445,1.26,Xach tay
HL00003750,VE00027445,13.4,Ky gui
HL00003751,VE00022100,4.59,Xach tay
HL00003752,VE00075535,4.79,Xach tay
HL00003753,VE00020767,1.31,Xach tay
HL00003754,VE00064170,17.27,Ky gui
HL00003755,VE00011540,6.86,Xach tay
HL00003756,VE00011540,29.58,Ky gui
HL00003757,VE00016962,2.27,Xach tay
HL00003758,VE00056284,6.29,Xach tay
HL00003759,VE00052874,3.53,Xach tay
HL00003760,VE00056234,28.66,Ky gui
HL00003761,VE00062574,26.45,Ky gui
HL00003762,VE00050243,11.07,Ky gui
HL00003763,VE00000612,6.98,Xach tay
HL00003764,VE00004945,21.17,Ky gui
HL00003765,VE00069964,6.15,Xach tay
HL00003766,VE00026138,27.59,Ky gui
HL00003767,VE00001846,4.65,Xach tay
HL00003768,VE00069604,5.21,Xach tay
HL00003769,VE00024980,2.14,Xach tay
HL00003770,VE00002349,16.33,Ky gui
HL00003771,VE00000541,31.54,Ky gui
HL00003772,VE00032614,1.16,Xach tay
HL00003773,VE00032614,26.76,Ky gui
HL00003774,VE00029658,3.72,Xach tay
HL00003775,VE00045135,22.97,Ky gui
HL00003776,VE00040907,5.58,Xach tay
HL00003777,VE00016900,20.14,Ky gui
HL00003778,VE00013463,15.15,Ky gui
HL00003779,VE00050273,29.98,Ky gui
HL00003780,VE00065974,4.41,Xach tay
HL00003781,VE00077159,26.43,Ky gui
HL00003782,VE00021892,8.17,Ky gui
HL00003783,VE00008558,14.74,Ky gui
HL00003784,VE00039086,29.4,Ky gui
HL00003785,VE00038120,3.06,Xach tay
HL00003786,VE00059760,14.38,Ky gui
HL00003787,VE00068196,28.01,Ky gui
HL00003788,VE00078168,19.11,Ky gui
HL00003789,VE00044281,21.96,Ky gui
HL00003790,VE00056842,23.06,Ky gui
HL00003791,VE00017537,4.19,Xach tay
HL00003792,VE00017537,5.65,Ky gui
HL00003793,VE00064249,6.48,Xach tay
HL00003794,VE00064249,26.65,Ky gui
HL00003795,VE00047088,27.93,Ky gui
HL00003796,VE00024698,5.82,Xach tay
HL00003797,VE00021612,6.83,Xach tay
HL00003798,VE00002507,3.4,Xach tay
HL00003799,VE00029940,3.48,Xach tay
HL00003800,VE00029940,31.76,Ky gui
HL00003801,VE00029403,5.66,Xach tay
HL00003802,VE00017198,5.51,Xach tay
HL00003803,VE00027682,13.69,Ky gui
HL00003804,VE00077293,2.77,Xach tay
HL00003805,VE00066144,27.81,Ky gui
HL00003806,VE00016144,4.51,Xach tay
HL00003807,VE00048050,27.58,Ky gui
HL00003808,VE00004898,5.89,Xach tay
