MaGia,MaLich,HangGhe,Gia,ThoiDiemBatDau,ThoiDiemKetThuc
MG0001040,LB000347,Thuong gia,8909000,2025-04-17 07:30:00,2025-05-17 01:30:00
MG0001041,LB000347,Hang nhat,34434000,2025-01-30 07:30:00,2025-05-16 22:30:00
MG0001042,LB000348,Pho thong,1705000,2025-10-07 18:45:00,2025-11-27 05:45:00
MG0001043,LB000348,Thuong gia,12086000,2025-10-07 18:45:00,2025-11-27 14:45:00
MG0001044,LB000348,Hang nhat,28296000,2025-11-13 18:45:00,2025-11-27 03:45:00
MG0001045,LB000349,Pho thong,818000,2024-04-09 22:00:00,2024-09-09 06:00:00
MG0001046,LB000349,Thuong gia,8795000,2024-08-25 22:00:00,2024-09-09 03:00:00
MG0001047,LB000349,Hang nhat,33142000,2024-04-29 22:00:00,2024-09-08 23:00:00
MG0001048,LB000350,Pho thong,3562000,2025-11-24 20:15:00,2025-12-29 07:15:00
MG0001049,LB000350,Thuong gia,13577000,2025-07-24 20:15:00,2025-12-29 03:15:00
MG0001050,LB000350,Hang nhat,25915000,2025-09-10 20:15:00,2025-12-29 11:15:00
MG0001051,LB000351,Pho thong,4180000,2024-01-20 02:00:00,2024-04-18 11:00:00
MG0001052,LB000351,Thuong gia,11400000,2024-03-12 02:00:00,2024-04-18 06:00:00
MG0001053,LB000351,Hang nhat,31912000,2023-12-07 02:00:00,2024-04-18 03:00:00
MG0001054,LB000352,Pho thong,1681000,2024-07-12 03:15:00,2024-10-02 20:15:00
MG0001055,LB000352,Thuong gia,4592000,2024-07-18 03:15:00,2024-10-02 05:15:00
MG0001056,LB000352,Hang nhat,31700000,2024-04-17 03:15:00,2024-10-02 10:15:00
MG0001057,LB000353,Pho thong,1285000,2025-02-08 17:45:00,2025-07-23 18:45:00
MG0001058,LB000353,Thuong gia,9848000,2025-04-22 17:45:00,2025-07-23 22:45:00
MG0001059,LB000353,Hang nhat,39915000,2025-02-01 17:45:00,2025-07-23 19:45:00
MG0001060,LB000354,Pho thong,4195000,2025-03-04 02:30:00,2025-07-20 12:30:00
MG0001061,LB000354,Thuong gia,7570000,2025-03-07 02:30:00,2025-07-21 01:30:00
MG0001062,LB000354,Hang nhat,20679000,2025-07-05 02:30:00,2025-07-20 19:30:00
MG0001063,LB000355,Pho thong,1852000,2025-01-14 12:00:00,2025-02-26 14:00:00
MG0001064,LB000355,Thuong gia,12043000,2025-02-09 12:00:00,2025-02-27 05:00:00
MG0001065,LB000355,Hang nhat,14099000,2025-02-16 12:00:00,2025-02-26 21:00:00
MG0001066,LB000356,Pho thong,3518000,2025-02-14 16:15:00,2025-08-07 16:15:00
MG0001067,LB000356,Thuong gia,12412000,2025-04-28 16:15:00,2025-08-07 23:15:00
MG0001068,LB000356,Hang nhat,25502000,2025-05-24 16:15:00,2025-08-08 03:15:00
MG0001069,LB000357,Pho thong,1026000,2024-04-07 09:30:00,2024-10-01 15:30:00
MG0001070,LB000357,Thuong gia,13426000,2024-07-27 09:30:00,2024-10-01 13:30:00
MG0001071,LB000357,Hang nhat,38185000,2024-06-08 09:30:00,2024-10-01 12:30:00
MG0001072,LB000358,Pho thong,3096000,2024-10-04 08:45:00,2025-03-20 13:45:00
MG0001073,LB000358,Thuong gia,14571000,2024-10-15 08:45:00,2025-03-20 08:45:00
MG0001074,LB000358,Hang nhat,49338000,2025-01-02 08:45:00,2025-03-21 02:45:00
MG0001075,LB000359,Pho thong,3887000,2024-12-13 08:15:00,2025-01-04 02:15:00
MG0001076,LB000359,Thuong gia,8142000,2024-12-02 08:15:00,2025-01-04 06:15:00
MG0001077,LB000359,Hang nhat,16437000,2024-08-12 08:15:00,2025-01-04 03:15:00
MG0001078,LB000360,Pho thong,2759000,2024-05-12 14:00:00,2024-07-19 03:00:00
MG0001079,LB000360,Thuong gia,14144000,2024-06-07 14:00:00,2024-07-19 09:00:00
MG0001080,LB000360,Hang nhat,34624000,2024-02-15 14:00:00,2024-07-18 17:00:00
MG0001081,LB000361,Pho thong,4118000,2024-06-17 19:45:00,2024-12-06 03:45:00
MG0001082,LB000361,Thuong gia,12408000,2024-07-16 19:45:00,2024-12-06 16:45:00
MG0001083,LB000361,Hang nhat,30824000,2024-09-13 19:45:00,2024-12-06 13:45:00
MG0001084,LB000362,Pho thong,3081000,2024-11-04 20:15:00,2025-03-16 06:15:00
MG0001085,LB000362,Thuong gia,5654000,2024-11-30 20:15:00,2025-03-16 08:15:00
MG0001086,LB000362,Hang nhat,24432000,2025-01-18 20:15:00,2025-03-16 09:15:00
MG0001087,LB000363,Pho thong,4259000,2024-05-27 15:30:00,2024-07-23 21:30:00
MG0001088,LB000363,Thuong gia,11027000,2024-02-06 15:30:00,2024-07-24 11:30:00
MG0001089,LB000363,Hang nhat,34548000,2024-03-29 15:30:00,2024-07-23 18:30:00
MG0001090,LB000364,Pho thong,3667000,2024-05-16 23:45:00,2024-10-25 21:45:00
MG0001091,LB000364,Thuong gia,7631000,2024-08-01 23:45:00,2024-10-25 19:45:00
MG0001092,LB000364,Hang nhat,46453000,2024-06-06 23:45:00,2024-10-25 22:45:00
MG0001093,LB000365,Pho thong,984000,2024-07-08 12:30:00,2024-10-13 20:30:00
MG0001094,LB000365,Thuong gia,9167000,2024-04-28 12:30:00,2024-10-14 01:30:00
MG0001095,LB000365,Hang nhat,31328000,2024-09-17 12:30:00,2024-10-13 18:30:00
MG0001096,LB000366,Pho thong,3615000,2025-01-30 05:00:00,2025-07-11 22:00:00
MG0001097,LB000366,Thuong gia,5467000,2025-05-16 05:00:00,2025-07-12 01:00:00
MG0001098,LB000366,Hang nhat,37442000,2025-03-20 05:00:00,2025-07-11 05:00:00
MG0001099,LB000367,Pho thong,2193000,2024-07-24 14:30:00,2024-08-01 15:30:00
MG0001100,LB000367,Thuong gia,5136000,2024-07-08 14:30:00,2024-08-02 12:30:00
MG0001101,LB000367,Hang nhat,42865000,2024-05-27 14:30:00,2024-08-01 19:30:00
MG0001102,LB000368,Pho thong,2695000,2024-12-15 21:45:00,2025-02-22 08:45:00
MG0001103,LB000368,Thuong gia,3203000,2024-11-08 21:45:00,2025-02-22 10:45:00
MG0001104,LB000368,Hang nhat,10236000,2024-08-31 21:45:00,2025-02-22 03:45:00
MG0001105,LB000369,Pho thong,3260000,2025-05-28 04:45:00,2025-11-04 04:45:00
MG0001106,LB000369,Thuong gia,4274000,2025-10-15 04:45:00,2025-11-04 11:45:00
MG0001107,LB000369,Hang nhat,13460000,2025-05-11 04:45:00,2025-11-04 08:45:00
MG0001108,LB000370,Pho thong,4253000,2025-05-12 15:45:00,2025-09-04 02:45:00
MG0001109,LB000370,Thuong gia,9402000,2025-08-25 15:45:00,2025-09-04 09:45:00
MG0001110,LB000370,Hang nhat,21799000,2025-07-29 15:45:00,2025-09-03 21:45:00
MG0001111,LB000371,Pho thong,3645000,2025-06-27 13:00:00,2025-12-09 03:00:00
MG0001112,LB000371,Thuong gia,9642000,2025-06-24 13:00:00,2025-12-09 12:00:00
MG0001113,LB000371,Hang nhat,11671000,2025-07-17 13:00:00,2025-12-09 09:00:00
MG0001114,LB000372,Pho thong,3100000,2025-02-04 19:00:00,2025-07-03 01:00:00
MG0001115,LB000372,Thuong gia,11980000,2025-06-09 19:00:00,2025-07-03 12:00:00
MG0001116,LB000372,Hang nhat,46225000,2025-04-03 19:00:00,2025-07-03 05:00:00
MG0001117,LB000373,Pho thong,1573000,2024-08-17 05:00:00,2024-12-28 23:00:00
MG0001118,LB000373,Thuong gia,4375000,2024-07-22 05:00:00,2024-12-28 22:00:00
MG0001119,LB000373,Hang nhat,28451000,2024-07-08 05:00:00,2024-12-28 11:00:00
MG0001120,LB000374,Pho thong,3621000,2024-07-15 13:00:00,2024-12-05 03:00:00
MG0001121,LB000374,Thuong gia,11707000,2024-09-29 13:00:00,2024-12-05 06:00:00
MG0001122,LB000374,Hang nhat,15129000,2024-07-31 13:00:00,2024-12-05 01:00:00
MG0001123,LB000375,Pho thong,1998000,2024-12-18 23:15:00,2025-06-06 19:15:00
MG0001124,LB000375,Thuong gia,8830000,2025-05-17 23:15:00,2025-06-06 12:15:00
MG0001125,LB000375,Hang nhat,33367000,2025-03-11 23:15:00,2025-06-06 00:15:00
MG0001126,LB000376,Pho thong,4826000,2025-07-02 18:15:00,2025-11-26 07:15:00
MG0001127,LB000376,Thuong gia,5954000,2025-10-11 18:15:00,2025-11-26 07:15:00
MG0001128,LB000376,Hang nhat,43604000,2025-09-28 18:15:00,2025-11-26 09:15:00
MG0001129,LB000377,Pho thong,2744000,2024-09-22 13:00:00,2024-10-28 21:00:00
MG0001130,LB000377,Thuong gia,9620000,2024-07-27 13:00:00,2024-10-28 21:00:00
MG0001131,LB000377,Hang nhat,44349000,2024-09-12 13:00:00,2024-10-29 04:00:00
MG0001132,LB000378,Pho thong,3881000,2024-11-09 14:15:00,2024-12-17 05:15:00
MG0001133,LB000378,Thuong gia,3905000,2024-07-07 14:15:00,2024-12-16 14:15:00
MG0001134,LB000378,Hang nhat,33156000,2024-12-10 14:15:00,2024-12-16 19:15:00
MG0001135,LB000379,Pho thong,3117000,2023-11-07 14:45:00,2024-04-09 12:45:00
MG0001136,LB000379,Thuong gia,12302000,2023-11-19 14:45:00,2024-04-08 17:45:00
MG0001137,LB000379,Hang nhat,45658000,2024-01-04 14:45:00,2024-04-09 06:45:00
MG0001138,LB000380,Pho thong,2752000,2025-07-28 03:00:00,2025-12-27 22:00:00
MG0001139,LB000380,Thuong gia,7366000,2025-08-17 03:00:00,2025-12-27 14:00:00
MG0001140,LB000380,Hang nhat,37366000,2025-12-23 03:00:00,2025-12-27 07:00:00
MG0001141,LB000381,Pho thong,1469000,2025-07-13 05:15:00,2025-11-23 14:15:00
MG0001142,LB000381,Thuong gia,11784000,2025-06-30 05:15:00,2025-11-23 05:15:00
MG0001143,LB000381,Hang nhat,40459000,2025-08-22 05:15:00,2025-11-23 21:15:00
MG0001144,LB000382,Pho thong,2352000,2024-10-03 17:45:00,2024-12-04 08:45:00
MG0001145,LB000382,Thuong gia,13893000,2024-11-21 17:45:00,2024-12-04 00:45:00
MG0001146,LB000382,Hang nhat,46716000,2024-08-31 17:45:00,2024-12-04 01:45:00
MG0001147,LB000383,Pho thong,2161000,2025-09-22 05:15:00,2025-10-05 08:15:00
MG0001148,LB000383,Thuong gia,6160000,2025-05-23 05:15:00,2025-10-05 05:15:00
MG0001149,LB000383,Hang nhat,36147000,2025-05-17 05:15:00,2025-10-05 16:15:00
MG0001150,LB000384,Pho thong,1857000,2025-06-16 06:45:00,2025-09-19 13:45:00
MG0001151,LB000384,Thuong gia,12807000,2025-07-22 06:45:00,2025-09-19 18:45:00
MG0001152,LB000384,Hang nhat,45487000,2025-06-21 06:45:00,2025-09-19 14:45:00
MG0001153,LB000385,Pho thong,1496000,2025-12-18 06:15:00,2025-12-21 15:15:00
MG0001154,LB000385,Thuong gia,4803000,2025-11-30 06:15:00,2025-12-21 23:15:00
MG0001155,LB000385,Hang nhat,38692000,2025-11-09 06:15:00,2025-12-21 10:15:00
MG0001156,LB000386,Pho thong,4207000,2025-05-31 05:30:00,2025-07-02 15:30:00
MG0001157,LB000386,Thuong gia,8746000,2025-06-01 05:30:00,2025-07-02 07:30:00
MG0001158,LB000386,Hang nhat,43335000,2025-05-08 05:30:00,2025-07-02 08:30:00
MG0001159,LB000387,Pho thong,1337000,2024-09-17 21:45:00,2024-09-25 19:45:00
MG0001160,LB000387,Thuong gia,10554000,2024-04-24 21:45:00,2024-09-25 16:45:00
MG0001161,LB000387,Hang nhat,16654000,2024-09-12 21:45:00,2024-09-25 19:45:00
MG0001162,LB000388,Pho thong,4871000,2025-07-30 12:00:00,2025-09-16 16:00:00
MG0001163,LB000388,Thuong gia,11736000,2025-04-04 12:00:00,2025-09-16 12:00:00
MG0001164,LB000388,Hang nhat,27968000,2025-07-04 12:00:00,2025-09-17 05:00:00
MG0001165,LB000389,Pho thong,1721000,2025-05-24 05:30:00,2025-09-23 23:30:00
MG0001166,LB000389,Thuong gia,12845000,2025-06-08 05:30:00,2025-09-23 10:30:00
MG0001167,LB000389,Hang nhat,38967000,2025-08-06 05:30:00,2025-09-23 23:30:00
MG0001168,LB000390,Pho thong,3281000,2024-02-17 10:00:00,2024-05-16 14:00:00
MG0001169,LB000390,Thuong gia,4587000,2024-03-17 10:00:00,2024-05-16 21:00:00
MG0001170,LB000390,Hang nhat,44384000,2024-05-10 10:00:00,2024-05-16 17:00:00
MG0001171,LB000391,Pho thong,3343000,2024-09-07 22:15:00,2025-01-17 17:15:00
MG0001172,LB000391,Thuong gia,10198000,2024-11-30 22:15:00,2025-01-17 02:15:00
MG0001173,LB000391,Hang nhat,29290000,2024-08-31 22:15:00,2025-01-17 19:15:00
MG0001174,LB000392,Pho thong,3527000,2024-04-15 18:45:00,2024-05-20 20:45:00
MG0001175,LB000392,Thuong gia,13498000,2024-01-06 18:45:00,2024-05-21 06:45:00
MG0001176,LB000392,Hang nhat,47537000,2024-01-04 18:45:00,2024-05-21 10:45:00
MG0001177,LB000393,Pho thong,3274000,2025-02-28 22:15:00,2025-07-04 10:15:00
MG0001178,LB000393,Thuong gia,4607000,2025-02-04 22:15:00,2025-07-04 08:15:00
MG0001179,LB000393,Hang nhat,21331000,2025-03-01 22:15:00,2025-07-04 19:15:00
MG0001180,LB000394,Pho thong,1594000,2024-01-02 05:30:00,2024-05-22 20:30:00
MG0001181,LB000394,Thuong gia,3086000,2024-05-19 05:30:00,2024-05-22 12:30:00
MG0001182,LB000394,Hang nhat,42171000,2023-12-05 05:30:00,2024-05-22 06:30:00
MG0001183,LB000395,Pho thong,1450000,2024-09-17 00:45:00,2025-01-01 20:45:00
MG0001184,LB000395,Thuong gia,13260000,2024-07-17 00:45:00,2025-01-01 15:45:00
MG0001185,LB000395,Hang nhat,21022000,2024-09-13 00:45:00,2025-01-01 04:45:00
MG0001186,LB000396,Pho thong,2536000,2025-02-02 16:45:00,2025-07-29 09:45:00
MG0001187,LB000396,Thuong gia,7443000,2025-03-06 16:45:00,2025-07-29 10:45:00
MG0001188,LB000396,Hang nhat,49540000,2025-03-06 16:45:00,2025-07-29 07:45:00
MG0001189,LB000397,Pho thong,2472000,2024-10-31 15:15:00,2025-03-29 16:15:00
MG0001190,LB000397,Thuong gia,5757000,2025-02-20 15:15:00,2025-03-29 15:15:00
MG0001191,LB000397,Hang nhat,30334000,2025-02-14 15:15:00,2025-03-30 08:15:00
MG0001192,LB000398,Pho thong,2434000,2024-05-16 09:00:00,2024-08-13 03:00:00
MG0001193,LB000398,Thuong gia,12879000,2024-03-01 09:00:00,2024-08-13 06:00:00
MG0001194,LB000398,Hang nhat,12563000,2024-04-12 09:00:00,2024-08-13 06:00:00
MG0001195,LB000399,Pho thong,3358000,2024-04-23 14:45:00,2024-06-21 11:45:00
MG0001196,LB000399,Thuong gia,10874000,2024-03-12 14:45:00,2024-06-20 18:45:00
MG0001197,LB000399,Hang nhat,35612000,2024-04-06 14:45:00,2024-06-21 08:45:00
MG0001198,LB000400,Pho thong,4372000,2024-01-02 08:30:00,2024-04-26 01:30:00
MG0001199,LB000400,Thuong gia,3403000,2023-12-13 08:30:00,2024-04-26 01:30:00
MG0001200,LB000400,Hang nhat,16779000,2023-11-22 08:30:00,2024-04-25 12:30:00
MG0001201,LB000401,Pho thong,3551000,2025-03-15 17:15:00,2025-03-27 09:15:00
MG0001202,LB000401,Thuong gia,12356000,2025-02-12 17:15:00,2025-03-27 08:15:00
MG0001203,LB000401,Hang nhat,33443000,2024-12-24 17:15:00,2025-03-27 04:15:00
MG0001204,LB000402,Pho thong,3755000,2025-06-18 07:30:00,2025-10-30 07:30:00
MG0001205,LB000402,Thuong gia,12957000,2025-10-05 07:30:00,2025-10-30 07:30:00
MG0001206,LB000402,Hang nhat,48532000,2025-06-01 07:30:00,2025-10-30 19:30:00
MG0001207,LB000403,Pho thong,4845000,2024-10-10 02:45:00,2024-12-21 06:45:00
MG0001208,LB000403,Thuong gia,3056000,2024-08-25 02:45:00,2024-12-21 07:45:00
MG0001209,LB000403,Hang nhat,14259000,2024-11-05 02:45:00,2024-12-21 09:45:00
MG0001210,LB000404,Pho thong,4777000,2024-08-09 06:30:00,2024-08-29 19:30:00
MG0001211,LB000404,Thuong gia,12758000,2024-04-18 06:30:00,2024-08-29 12:30:00
MG0001212,LB000404,Hang nhat,27711000,2024-04-02 06:30:00,2024-08-29 07:30:00
MG0001213,LB000405,Pho thong,3981000,2024-03-11 19:15:00,2024-06-18 11:15:00
MG0001214,LB000405,Thuong gia,13344000,2024-02-19 19:15:00,2024-06-18 00:15:00
MG0001215,LB000405,Hang nhat,12702000,2024-02-13 19:15:00,2024-06-18 10:15:00
MG0001216,LB000406,Pho thong,3745000,2023-09-18 18:30:00,2024-02-29 20:30:00
MG0001217,LB000406,Thuong gia,9198000,2023-12-09 18:30:00,2024-03-01 06:30:00
MG0001218,LB000406,Hang nhat,21492000,2024-02-25 18:30:00,2024-03-01 10:30:00
MG0001219,LB000407,Pho thong,3129000,2024-03-08 10:30:00,2024-06-21 07:30:00
MG0001220,LB000407,Thuong gia,7242000,2024-05-04 10:30:00,2024-06-20 23:30:00
MG0001221,LB000407,Hang nhat,47885000,2024-01-24 10:30:00,2024-06-21 04:30:00
MG0001222,LB000408,Pho thong,3896000,2024-12-15 21:00:00,2025-06-10 05:00:00
MG0001223,LB000408,Thuong gia,5481000,2025-04-08 21:00:00,2025-06-10 12:00:00
MG0001224,LB000408,Hang nhat,24241000,2025-04-17 21:00:00,2025-06-10 01:00:00
MG0001225,LB000409,Pho thong,3638000,2024-09-10 20:15:00,2024-10-10 17:15:00
MG0001226,LB000409,Thuong gia,3079000,2024-04-21 20:15:00,2024-10-10 00:15:00
MG0001227,LB000409,Hang nhat,24848000,2024-05-22 20:15:00,2024-10-10 04:15:00
MG0001228,LB000410,Pho thong,4449000,2025-10-07 10:15:00,2025-12-28 15:15:00
MG0001229,LB000410,Thuong gia,6363000,2025-08-23 10:15:00,2025-12-28 17:15:00
MG0001230,LB000410,Hang nhat,31029000,2025-10-31 10:15:00,2025-12-29 08:15:00
MG0001231,LB000411,Pho thong,937000,2025-04-25 20:30:00,2025-08-14 02:30:00
MG0001232,LB000411,Thuong gia,12311000,2025-05-15 20:30:00,2025-08-13 22:30:00
MG0001233,LB000411,Hang nhat,30728000,2025-04-16 20:30:00,2025-08-13 21:30:00
MG0001234,LB000412,Pho thong,3631000,2023-12-26 20:00:00,2024-03-18 19:00:00
MG0001235,LB000412,Thuong gia,7339000,2023-12-09 20:00:00,2024-03-18 09:00:00
MG0001236,LB000412,Hang nhat,20514000,2024-01-09 20:00:00,2024-03-18 02:00:00
MG0001237,LB000413,Pho thong,2241000,2025-10-02 11:45:00,2025-12-11 15:45:00
MG0001238,LB000413,Thuong gia,5526000,2025-10-23 11:45:00,2025-12-11 21:45:00
MG0001239,LB000413,Hang nhat,21185000,2025-09-05 11:45:00,2025-12-11 22:45:00
MG0001240,LB000414,Pho thong,3681000,2024-02-16 23:45:00,2024-04-05 04:45:00
MG0001241,LB000414,Thuong gia,9664000,2024-03-08 23:45:00,2024-04-05 15:45:00
MG0001242,LB000414,Hang nhat,42001000,2023-12-27 23:45:00,2024-04-05 18:45:00
MG0001243,LB000415,Pho thong,1542000,2025-05-21 12:15:00,2025-07-01 11:15:00
MG0001244,LB000415,Thuong gia,9204000,2025-02-21 12:15:00,2025-06-30 15:15:00
MG0001245,LB000415,Hang nhat,20039000,2025-04-09 12:15:00,2025-07-01 02:15:00
MG0001246,LB000416,Pho thong,1216000,2024-07-01 09:30:00,2024-11-25 20:30:00
MG0001247,LB000416,Thuong gia,12766000,2024-10-13 09:30:00,2024-11-26 02:30:00
MG0001248,LB000416,Hang nhat,39784000,2024-07-25 09:30:00,2024-11-25 18:30:00
MG0001249,LB000417,Pho thong,3153000,2025-03-03 10:00:00,2025-05-10 22:00:00
MG0001250,LB000417,Thuong gia,7941000,2025-03-04 10:00:00,2025-05-11 09:00:00
MG0001251,LB000417,Hang nhat,33036000,2025-02-08 10:00:00,2025-05-10 15:00:00
MG0001252,LB000418,Pho thong,2291000,2024-10-28 00:00:00,2025-04-14 14:00:00
MG0001253,LB000418,Thuong gia,8363000,2024-10-22 00:00:00,2025-04-14 00:00:00
MG0001254,LB000418,Hang nhat,21461000,2025-03-23 00:00:00,2025-04-14 04:00:00
MG0001255,LB000419,Pho thong,3490000,2023-07-21 13:15:00,2024-01-01 07:15:00
MG0001256,LB000419,Thuong gia,10348000,2023-10-04 13:15:00,2023-12-31 16:15:00
MG0001257,LB000419,Hang nhat,16480000,2023-09-17 13:15:00,2024-01-01 10:15:00
MG0001258,LB000420,Pho thong,3543000,2024-09-05 05:30:00,2024-11-04 18:30:00
MG0001259,LB000420,Thuong gia,13652000,2024-08-26 05:30:00,2024-11-04 20:30:00
MG0001260,LB000420,Hang nhat,16693000,2024-08-02 05:30:00,2024-11-04 15:30:00
MG0001261,LB000421,Pho thong,1785000,2025-01-07 21:15:00,2025-01-14 21:15:00
MG0001262,LB000421,Thuong gia,5003000,2024-11-09 21:15:00,2025-01-15 14:15:00
MG0001263,LB000421,Hang nhat,47472000,2024-12-17 21:15:00,2025-01-15 18:15:00
MG0001264,LB000422,Pho thong,4038000,2025-08-15 07:45:00,2025-12-17 06:45:00
MG0001265,LB000422,Thuong gia,6149000,2025-08-02 07:45:00,2025-12-17 03:45:00
MG0001266,LB000422,Hang nhat,47264000,2025-11-05 07:45:00,2025-12-16 10:45:00
MG0001267,LB000423,Pho thong,1839000,2023-09-22 06:45:00,2024-01-01 22:45:00
MG0001268,LB000423,Thuong gia,4517000,2023-10-19 06:45:00,2024-01-01 09:45:00
MG0001269,LB000423,Hang nhat,11406000,2023-08-18 06:45:00,2024-01-02 05:45:00
MG0001270,LB000424,Pho thong,2762000,2025-03-13 21:45:00,2025-06-15 05:45:00
MG0001271,LB000424,Thuong gia,8338000,2025-01-25 21:45:00,2025-06-15 03:45:00
MG0001272,LB000424,Hang nhat,33903000,2025-01-25 21:45:00,2025-06-15 02:45:00
MG0001273,LB000425,Pho thong,3487000,2023-11-21 13:15:00,2024-05-02 20:15:00
MG0001274,LB000425,Thuong gia,8780000,2023-12-16 13:15:00,2024-05-03 01:15:00
MG0001275,LB000425,Hang nhat,22315000,2024-03-03 13:15:00,2024-05-02 22:15:00
MG0001276,LB000426,Pho thong,2075000,2023-12-15 23:00:00,2024-04-01 18:00:00
MG0001277,LB000426,Thuong gia,6441000,2024-03-29 23:00:00,2024-04-01 11:00:00
MG0001278,LB000426,Hang nhat,46884000,2023-11-14 23:00:00,2024-04-01 00:00:00
MG0001279,LB000427,Pho thong,4017000,2024-06-30 04:45:00,2024-11-02 03:45:00
MG0001280,LB000427,Thuong gia,9579000,2024-08-17 04:45:00,2024-11-02 03:45:00
MG0001281,LB000427,Hang nhat,27484000,2024-09-12 04:45:00,2024-11-01 10:45:00
MG0001282,LB000428,Pho thong,3896000,2024-03-21 02:00:00,2024-05-25 03:00:00
MG0001283,LB000428,Thuong gia,6156000,2024-02-14 02:00:00,2024-05-25 18:00:00
MG0001284,LB000428,Hang nhat,40582000,2024-02-05 02:00:00,2024-05-25 09:00:00
MG0001285,LB000429,Pho thong,3524000,2024-02-29 20:15:00,2024-08-06 10:15:00
MG0001286,LB000429,Thuong gia,5256000,2024-03-20 20:15:00,2024-08-06 06:15:00
MG0001287,LB000429,Hang nhat,21584000,2024-07-17 20:15:00,2024-08-06 15:15:00
MG0001288,LB000430,Pho thong,2702000,2024-02-26 02:00:00,2024-08-09 06:00:00
MG0001289,LB000430,Thuong gia,6848000,2024-03-01 02:00:00,2024-08-09 19:00:00
MG0001290,LB000430,Hang nhat,10885000,2024-06-30 02:00:00,2024-08-09 08:00:00
MG0001291,LB000431,Pho thong,1325000,2024-12-30 11:45:00,2025-01-28 02:45:00
MG0001292,LB000431,Thuong gia,4082000,2024-10-05 11:45:00,2025-01-28 03:45:00
MG0001293,LB000431,Hang nhat,23677000,2025-01-22 11:45:00,2025-01-28 04:45:00
MG0001294,LB000432,Pho thong,2747000,2025-08-01 02:15:00,2025-10-21 14:15:00
MG0001295,LB000432,Thuong gia,13123000,2025-10-11 02:15:00,2025-10-21 23:15:00
MG0001296,LB000432,Hang nhat,41026000,2025-09-12 02:15:00,2025-10-21 17:15:00
MG0001297,LB000433,Pho thong,1607000,2025-08-24 09:00:00,2025-09-14 03:00:00
MG0001298,LB000433,Thuong gia,4464000,2025-07-09 09:00:00,2025-09-14 08:00:00
MG0001299,LB000433,Hang nhat,19886000,2025-07-10 09:00:00,2025-09-13 18:00:00
MG0001300,LB000434,Pho thong,3888000,2025-09-02 16:15:00,2025-09-13 01:15:00
MG0001301,LB000434,Thuong gia,7669000,2025-08-17 16:15:00,2025-09-13 00:15:00
MG0001302,LB000434,Hang nhat,35167000,2025-06-23 16:15:00,2025-09-13 10:15:00
MG0001303,LB000435,Pho thong,2821000,2024-02-12 07:45:00,2024-02-24 22:45:00
MG0001304,LB000435,Thuong gia,13650000,2023-12-08 07:45:00,2024-02-24 19:45:00
MG0001305,LB000435,Hang nhat,19439000,2023-09-05 07:45:00,2024-02-25 03:45:00
MG0001306,LB000436,Pho thong,1503000,2025-06-23 19:00:00,2025-10-15 18:00:00
MG0001307,LB000436,Thuong gia,12470000,2025-08-03 19:00:00,2025-10-15 06:00:00
MG0001308,LB000436,Hang nhat,41339000,2025-10-10 19:00:00,2025-10-15 00:00:00
MG0001309,LB000437,Pho thong,4037000,2024-01-12 12:45:00,2024-05-15 00:45:00
MG0001310,LB000437,Thuong gia,4097000,2024-03-10 12:45:00,2024-05-14 20:45:00
MG0001311,LB000437,Hang nhat,12402000,2023-12-06 12:45:00,2024-05-14 15:45:00
MG0001312,LB000438,Pho thong,3053000,2025-01-23 02:00:00,2025-04-26 03:00:00
MG0001313,LB000438,Thuong gia,5792000,2025-03-28 02:00:00,2025-04-26 10:00:00
MG0001314,LB000438,Hang nhat,39328000,2024-12-03 02:00:00,2025-04-26 11:00:00
MG0001315,LB000439,Pho thong,3842000,2024-07-31 01:00:00,2024-08-07 13:00:00
MG0001316,LB000439,Thuong gia,11480000,2024-06-02 01:00:00,2024-08-07 09:00:00
MG0001317,LB000439,Hang nhat,37882000,2024-03-15 01:00:00,2024-08-07 07:00:00
MG0001318,LB000440,Pho thong,2260000,2025-08-15 22:45:00,2025-10-05 04:45:00
MG0001319,LB000440,Thuong gia,13974000,2025-06-05 22:45:00,2025-10-05 02:45:00
MG0001320,LB000440,Hang nhat,31245000,2025-05-14 22:45:00,2025-10-05 19:45:00
MG0001321,LB000441,Pho thong,3075000,2025-03-07 17:15:00,2025-07-03 08:15:00
MG0001322,LB000441,Thuong gia,9071000,2025-03-06 17:15:00,2025-07-02 20:15:00
MG0001323,LB000441,Hang nhat,44273000,2025-05-14 17:15:00,2025-07-02 21:15:00
MG0001324,LB000442,Pho thong,3828000,2024-12-28 06:15:00,2025-06-06 19:15:00
MG0001325,LB000442,Thuong gia,9289000,2024-12-18 06:15:00,2025-06-06 23:15:00
MG0001326,LB000442,Hang nhat,21325000,2025-01-28 06:15:00,2025-06-06 10:15:00
